Category: All categories

Country,Heineken: (5/31/21 - 6/1/21)
Sint Maarten,100
New Caledonia,83
Guernsey,57
Antigua & Barbuda,51
Lesotho,50
Burundi,39
Gabon,13
Togo,10
Fiji,10
Burkina Faso,7
Iceland,5
Palestine,5
Côte d’Ivoire,4
Netherlands,4
Ethiopia,3
Bahrain,3
Puerto Rico,2
Albania,2
Luxembourg,2
Jamaica,2
Brazil,2
Honduras,2
Ghana,2
Portugal,2
Croatia,2
Paraguay,2
Estonia,2
Kuwait,1
Latvia,1
Dominican Republic,1
Costa Rica,1
Morocco,1
Ireland,1
Cambodia,1
Romania,1
Qatar,1
Singapore,1
Guatemala,1
Slovakia,1
Vietnam,1
Mexico,1
Chile,1
South Africa,1
Switzerland,1
Austria,1
New Zealand,1
Hungary,1
Finland,1
Belarus,1
United Kingdom,1
Greece,1
Spain,1
Peru,1
Italy,<1
Serbia,<1
Malaysia,<1
Ecuador,<1
Argentina,<1
Belgium,<1
Sweden,<1
Canada,<1
France,<1
Venezuela,<1
Germany,<1
Poland,<1
Australia,<1
Nigeria,<1
United States,<1
Colombia,<1
Türkiye,<1
Egypt,<1
Philippines,<1
Thailand,<1
Iran,<1
India,<1
Russia,<1
Indonesia,<1
Antarctica,
Falkland Islands (Islas Malvinas),
Anguilla,
Cook Islands,
Greenland,
St Kitts & Nevis,
Dominica,
Liechtenstein,
Niger,
Tajikistan,
Libya,
Lebanon,
Zimbabwe,
Grenada,
Guinea-Bissau,
Gambia,
French Guiana,
Guam,
Guyana,
Hong Kong,
Heard & McDonald Islands,
Guadeloupe,
Guinea,
Haiti,
Gibraltar,
Georgia,
Isle of Man,
Micronesia,
British Indian Ocean Territory,
Faroe Islands,
Western Sahara,
Iraq,
Eritrea,
Israel,
Algeria,
Denmark,
Jersey,
Jordan,
Japan,
Kazakhstan,
Kenya,
Kyrgyzstan,
Djibouti,
Kiribati,
Czechia,
South Korea,
Cyprus,
Laos,
Aruba,
Angola,
Cayman Islands,
St Lucia,
Christmas Island,
Sri Lanka,
Curaçao,
Lithuania,
Cuba,
Cape Verde,
Macao,
St Martin,
Comoros,
Monaco,
Moldova,
Madagascar,
Maldives,
Congo - Brazzaville,
Marshall Islands,
North Macedonia,
Mali,
Malta,
Myanmar (Burma),
Montenegro,
Mongolia,
Northern Mariana Islands,
Mozambique,
Mauritania,
Montserrat,
Martinique,
Mauritius,
Malawi,
Congo - Kinshasa,
Mayotte,
Namibia,
Cameroon,
China,
Norfolk Island,
Cocos (Keeling) Islands,
Nicaragua,
Niue,
Central African Republic,
Norway,
Nepal,
Equatorial Guinea,
Botswana,
Oman,
Pakistan,
Panama,
Pitcairn Islands,
Bouvet Island,
Bhutan,
Palau,
Papua New Guinea,
Brunei,
Barbados,
North Korea,
Bolivia,
Bermuda,
Belize,
French Polynesia,
St Barthélemy,
Réunion,
Bosnia & Herzegovina,
Bahamas,
Rwanda,
Saudi Arabia,
Sudan,
Senegal,
Bulgaria,
South Georgia & South Sandwich Islands,
St Helena,
Svalbard & Jan Mayen,
Solomon Islands,
Sierra Leone,
El Salvador,
San Marino,
Somalia,
St Pierre & Miquelon,
Bangladesh,
South Sudan,
São Tomé & Príncipe,
Suriname,
Caribbean Netherlands,
Slovenia,
Benin,
Eswatini,
Azerbaijan,
Seychelles,
Syria,
Turks & Caicos Islands,
Chad,
French Southern Territories,
American Samoa,
Armenia,
Tokelau,
Turkmenistan,
Timor-Leste,
Tonga,
Trinidad & Tobago,
Tunisia,
United Arab Emirates,
Tuvalu,
Taiwan,
Tanzania,
Uganda,
Ukraine,
US Outlying Islands,
Uruguay,
Andorra,
Uzbekistan,
Vatican City,
St Vincent & the Grenadines,
Åland Islands,
British Virgin Islands,
US Virgin Islands,
Afghanistan,
Vanuatu,
Wallis & Futuna,
Samoa,
Kosovo,
Yemen,
Liberia,
Zambia,
Nauru,
