Category: All categories

Country,Heineken: (6/18/21 - 6/19/21)
British Virgin Islands,100
Guernsey,54
Cayman Islands,42
Curaçao,26
Martinique,19
Guinea,14
Montenegro,8
Macao,6
Cuba,6
Armenia,3
Ethiopia,3
Netherlands,3
Croatia,2
Ireland,2
Nicaragua,2
Cyprus,2
Brazil,2
Jamaica,2
Paraguay,2
New Zealand,1
Romania,1
Nepal,1
Oman,1
Bosnia & Herzegovina,1
Singapore,1
Hungary,1
Kenya,1
France,1
Denmark,1
Portugal,1
Lithuania,1
South Africa,1
Poland,1
Austria,1
Germany,1
Nigeria,1
Mexico,1
Algeria,1
Switzerland,1
Kazakhstan,1
Ghana,1
United Kingdom,1
Morocco,1
Finland,1
Slovakia,1
Serbia,1
Ecuador,1
Jordan,1
Venezuela,1
United Arab Emirates,<1
Vietnam,<1
Chile,<1
Spain,<1
Norway,<1
Bulgaria,<1
Peru,<1
Argentina,<1
Italy,<1
Colombia,<1
Dominican Republic,<1
Belgium,<1
Bangladesh,<1
Türkiye,<1
Malaysia,<1
South Korea,<1
Sweden,<1
Greece,<1
United States,<1
Australia,<1
Thailand,<1
Czechia,<1
Canada,<1
India,<1
Pakistan,<1
Russia,<1
Philippines,<1
Iran,<1
Indonesia,<1
Japan,<1
Christmas Island,
Cocos (Keeling) Islands,
Anguilla,
Comoros,
St Vincent & the Grenadines,
Sierra Leone,
Bhutan,
Libya,
Yemen,
Lebanon,
Zimbabwe,
Grenada,
Greenland,
Guatemala,
French Guiana,
Guam,
Guyana,
Hong Kong,
Heard & McDonald Islands,
Honduras,
Guinea-Bissau,
Haiti,
Gambia,
Guadeloupe,
Isle of Man,
Gibraltar,
British Indian Ocean Territory,
Georgia,
Gabon,
Iraq,
Iceland,
Israel,
Micronesia,
Faroe Islands,
Jersey,
Falkland Islands (Islas Malvinas),
Fiji,
Estonia,
Western Sahara,
Kyrgyzstan,
Cambodia,
Kiribati,
St Kitts & Nevis,
Eritrea,
Kuwait,
Laos,
Aruba,
Angola,
Egypt,
St Lucia,
Liechtenstein,
Sri Lanka,
Lesotho,
Dominica,
Luxembourg,
Latvia,
Djibouti,
St Martin,
Costa Rica,
Monaco,
Moldova,
Madagascar,
Maldives,
Cape Verde,
Marshall Islands,
North Macedonia,
Mali,
Malta,
Myanmar (Burma),
Cook Islands,
Mongolia,
Northern Mariana Islands,
Mozambique,
Mauritania,
Montserrat,
Congo - Brazzaville,
Mauritius,
Malawi,
Congo - Kinshasa,
Mayotte,
Namibia,
New Caledonia,
Niger,
Norfolk Island,
Cameroon,
Côte d’Ivoire,
Niue,
China,
Central African Republic,
Botswana,
Equatorial Guinea,
Bouvet Island,
Brunei,
Barbados,
Panama,
Pitcairn Islands,
Bolivia,
Bermuda,
Palau,
Papua New Guinea,
Belize,
Puerto Rico,
North Korea,
Belarus,
St Barthélemy,
Palestine,
French Polynesia,
Qatar,
Réunion,
Bahamas,
Bahrain,
Rwanda,
Saudi Arabia,
Sudan,
Senegal,
Burkina Faso,
South Georgia & South Sandwich Islands,
St Helena,
Svalbard & Jan Mayen,
Solomon Islands,
Caribbean Netherlands,
El Salvador,
San Marino,
Somalia,
St Pierre & Miquelon,
Benin,
South Sudan,
São Tomé & Príncipe,
Suriname,
Burundi,
Slovenia,
Azerbaijan,
Eswatini,
Sint Maarten,
Seychelles,
Syria,
Turks & Caicos Islands,
Chad,
Togo,
Antigua & Barbuda,
Tajikistan,
Tokelau,
Turkmenistan,
Timor-Leste,
Tonga,
Trinidad & Tobago,
Tunisia,
French Southern Territories,
Tuvalu,
Taiwan,
Tanzania,
Uganda,
Ukraine,
US Outlying Islands,
Uruguay,
Antarctica,
Uzbekistan,
Vatican City,
American Samoa,
Andorra,
Albania,
US Virgin Islands,
Åland Islands,
Vanuatu,
Wallis & Futuna,
Samoa,
Kosovo,
Afghanistan,
Liberia,
Zambia,
Nauru,
